"site_code","plot_code","year","month","day"
"USA.InteriorAlaska.20","USA.InteriorAlaska.20.3",2015,8,2
"USA.InteriorAlaska.21","USA.InteriorAlaska.21.1",2015,8,2
"USA.InteriorAlaska.21","USA.InteriorAlaska.21.2",2015,8,2
"USA.InteriorAlaska.21","USA.InteriorAlaska.21.3",2015,8,2
"USA.InteriorAlaska.22","USA.InteriorAlaska.22.1",2015,8,4
"USA.InteriorAlaska.22","USA.InteriorAlaska.22.2",2015,8,4
"USA.InteriorAlaska.22","USA.InteriorAlaska.22.3",2015,8,4
"USA.InteriorAlaska.23","USA.InteriorAlaska.23.1",2015,8,5
"USA.InteriorAlaska.23","USA.InteriorAlaska.23.2",2015,8,5
"USA.InteriorAlaska.23","USA.InteriorAlaska.23.3",2015,8,5
"USA.InteriorAlaska.24","USA.InteriorAlaska.24.1",2015,8,8
"USA.InteriorAlaska.24","USA.InteriorAlaska.24.2",2015,8,8
"USA.InteriorAlaska.24","USA.InteriorAlaska.24.3",2015,8,8
"USA.InteriorAlaska.3","USA.InteriorAlaska.3.1",2015,7,4
"USA.InteriorAlaska.3","USA.InteriorAlaska.3.2",2015,7,4
"USA.InteriorAlaska.3","USA.InteriorAlaska.3.3",2015,7,4
"USA.InteriorAlaska.4","USA.InteriorAlaska.4.1",2015,7,4
"USA.InteriorAlaska.4","USA.InteriorAlaska.4.2",2015,7,4
"USA.InteriorAlaska.4","USA.InteriorAlaska.4.3",2015,7,4
"USA.InteriorAlaska.5","USA.InteriorAlaska.5.1",2015,7,5
"USA.InteriorAlaska.5","USA.InteriorAlaska.5.2",2015,7,5
"USA.InteriorAlaska.5","USA.InteriorAlaska.5.3",2015,7,5
"USA.NorthSlope.10","USA.NorthSlope.10.1",2015,7,11
"USA.NorthSlope.10","USA.NorthSlope.10.2",2015,7,11
"USA.NorthSlope.10","USA.NorthSlope.10.3",2015,7,11
"USA.NorthSlope.11","USA.NorthSlope.11.1",2015,7,13
"USA.NorthSlope.11","USA.NorthSlope.11.2",2015,7,13
"USA.NorthSlope.11","USA.NorthSlope.11.3",2015,7,13
"USA.NorthSlope.12","USA.NorthSlope.12.1",2015,7,13
"USA.NorthSlope.12","USA.NorthSlope.12.2",2015,7,13
"USA.NorthSlope.12","USA.NorthSlope.12.3",2015,7,13
"USA.NorthSlope.13","USA.NorthSlope.13.1",2015,7,16
"USA.NorthSlope.13","USA.NorthSlope.13.2",2015,7,16
"USA.NorthSlope.13","USA.NorthSlope.13.3",2015,7,16
"USA.NorthSlope.14","USA.NorthSlope.14.1",2015,7,16
"USA.NorthSlope.14","USA.NorthSlope.14.2",2015,7,16
"USA.NorthSlope.14","USA.NorthSlope.14.3",2015,7,16
"USA.NorthSlope.15","USA.NorthSlope.15.1",2015,7,17
"USA.NorthSlope.15","USA.NorthSlope.15.2",2015,7,17
"USA.NorthSlope.15","USA.NorthSlope.15.3",2015,7,17
"USA.NorthSlope.16","USA.NorthSlope.16.1",2015,7,17
"USA.NorthSlope.16","USA.NorthSlope.16.2",2015,7,17
"USA.NorthSlope.16","USA.NorthSlope.16.3",2015,7,17
"USA.NorthSlope.9","USA.NorthSlope.9.1",2015,7,10
"USA.NorthSlope.9","USA.NorthSlope.9.2",2015,7,10
"USA.NorthSlope.9","USA.NorthSlope.9.3",2015,7,10
"USA.SewardPeninsula.18","USA.SewardPeninsula.18.1",2015,7,28
"USA.SewardPeninsula.18","USA.SewardPeninsula.18.2",2015,7,28
"USA.SewardPeninsula.18","USA.SewardPeninsula.18.3",2015,7,28
"USA.SewardPeninsula.19","USA.SewardPeninsula.19.1",2015,7,30
"USA.SewardPeninsula.19","USA.SewardPeninsula.19.2",2015,7,30
"USA.SewardPeninsula.19","USA.SewardPeninsula.19.3",2015,7,30
"Russia.Kolyma.OW1","Russia.Kolyma.OW1.1-0",2014,7,13
"Russia.Kolyma.OW1","Russia.Kolyma.OW1.1-20",2014,7,13
"Russia.Kolyma.OW1","Russia.Kolyma.OW1.2-0",2014,7,13
"Russia.Kolyma.OW1","Russia.Kolyma.OW1.2-20",2014,7,13
"Russia.Kolyma.OW1","Russia.Kolyma.OW1.3-0",2014,7,13
"Russia.Kolyma.OW1","Russia.Kolyma.OW1.3-20",2014,7,13
"Russia.Kolyma.T1","Russia.Kolyma.T1.1-0",2014,7,14
"Russia.Kolyma.T1","Russia.Kolyma.T1.2-0",2014,7,14
"Russia.Kolyma.T1","Russia.Kolyma.T1.3-0",2014,7,14
"Russia.Kolyma.T2","Russia.Kolyma.T2.1-0",2014,7,14
"Russia.Kolyma.T2","Russia.Kolyma.T2.1-20",2014,7,14
"Russia.Kolyma.T2","Russia.Kolyma.T2.2-20",2014,7,14
"Russia.Kolyma.T2","Russia.Kolyma.T2.3-0",2014,7,14
"Russia.Kolyma.T2","Russia.Kolyma.T2.3-20",2014,7,14
"Russia.Kolyma.T3","Russia.Kolyma.T3.1-0",2014,7,14
"Russia.Kolyma.T3","Russia.Kolyma.T3.1-20",2014,7,14
"Russia.Kolyma.T3","Russia.Kolyma.T3.2-0",2014,7,14
"Russia.Kolyma.T3","Russia.Kolyma.T3.2-20",2014,7,14
"Russia.Kolyma.T3","Russia.Kolyma.T3.3-0",2014,7,14
"Russia.Kolyma.T3","Russia.Kolyma.T3.3-20",2014,7,14
"Russia.Kolyma.WT1","Russia.Kolyma.WT1.1-0",2014,7,13
"Russia.Kolyma.WT1","Russia.Kolyma.WT1.1-20",2014,7,13
"Russia.Kolyma.WT1","Russia.Kolyma.WT1.2-0",2014,7,13
"Russia.Kolyma.WT1","Russia.Kolyma.WT1.2-20",2014,7,13
"Russia.Kolyma.WT1","Russia.Kolyma.WT1.3-0",2014,7,13
"Russia.Kolyma.WT1","Russia.Kolyma.WT1.3-20",2014,7,13
"Russia.Kolyma.AKB","Russia.Kolyma.AKB.2",2013,7,30
"Russia.Kolyma.AKB","Russia.Kolyma.AKB.1",2013,7,30
"Russia.Kolyma.AKB","Russia.Kolyma.AKB.3",2013,7,30
"Russia.Kolyma.AMB","Russia.Kolyma.AMB.1",2012,7,17
"Russia.Kolyma.AMB","Russia.Kolyma.AMB.2",2012,7,17
"Russia.Kolyma.AMB","Russia.Kolyma.AMB.3",2012,7,17
"Russia.Kolyma.DYB","Russia.Kolyma.DYB.1",2012,7,12
"Russia.Kolyma.DYB","Russia.Kolyma.DYB.2",2012,7,12
"Russia.Kolyma.DYB","Russia.Kolyma.DYB.3",2012,7,12
"Russia.Kolyma.EXB","Russia.Kolyma.EXB.1",2012,7,8
"Russia.Kolyma.EXB","Russia.Kolyma.EXB.2",2012,7,8
"Russia.Kolyma.EXB","Russia.Kolyma.EXB.3",2012,7,8
"Russia.Kolyma.HBR","Russia.Kolyma.HBR.1",2012,7,15
"Russia.Kolyma.HBR","Russia.Kolyma.HBR.2",2012,7,15
"Russia.Kolyma.HBR","Russia.Kolyma.HBR.3",2012,7,15
"Russia.Kolyma.HDR","Russia.Kolyma.HDR.1",2012,7,10
"Russia.Kolyma.HDR","Russia.Kolyma.HDR.2",2012,7,10
"Russia.Kolyma.HDR","Russia.Kolyma.HDR.3",2012,7,10
"Russia.Kolyma.LBR","Russia.Kolyma.LBR.1",2012,7,15
"Russia.Kolyma.LBR","Russia.Kolyma.LBR.2",2012,7,15
"Russia.Kolyma.LBR","Russia.Kolyma.LBR.3",2012,7,15
"Russia.Kolyma.LDR","Russia.Kolyma.LDR.1",2012,7,9
"Russia.Kolyma.LDR","Russia.Kolyma.LDR.2",2012,7,9
"Russia.Kolyma.LDR","Russia.Kolyma.LDR.3",2012,7,9
"Russia.Kolyma.OMB","Russia.Kolyma.OMB.1",2013,7,11
"Russia.Kolyma.OMB","Russia.Kolyma.OMB.2",2013,7,11
"Russia.Kolyma.OMB","Russia.Kolyma.OMB.3",2013,7,11
"Russia.Kolyma.PFB","Russia.Kolyma.PFB.1",2012,7,17
"Russia.Kolyma.PFB","Russia.Kolyma.PFB.2",2012,7,17
"Russia.Kolyma.PFB","Russia.Kolyma.PFB.3",2012,7,17
"Russia.Kolyma.PPB","Russia.Kolyma.PPB.1",2012,7,11
"Russia.Kolyma.PPB","Russia.Kolyma.PPB.2",2012,7,11
"Russia.Kolyma.PPB","Russia.Kolyma.PPB.3",2012,7,11
"Russia.Kolyma.PPYB","Russia.Kolyma.PPYB.1",2013,7,31
"Russia.Kolyma.PPYB","Russia.Kolyma.PPYB.2",2013,7,31
"Russia.Kolyma.PPYB","Russia.Kolyma.PPYB.3",2013,7,31
"Russia.Kolyma.SYB","Russia.Kolyma.SYB.1",2012,7,22
"Russia.Kolyma.SYB","Russia.Kolyma.SYB.2",2012,7,22
"Russia.Kolyma.SYB","Russia.Kolyma.SYB.3",2012,7,22
"Russia.Kolyma.T-10Y4","Russia.Kolyma.T-10Y4.1",2013,7,16
"Russia.Kolyma.T-10Y4","Russia.Kolyma.T-10Y4.2",2013,7,16
"Russia.Kolyma.T-10Y4","Russia.Kolyma.T-10Y4.3",2013,7,16
"Russia.Kolyma.T-11Y4","Russia.Kolyma.T-11Y4.1",2013,7,18
"Russia.Kolyma.T-11Y4","Russia.Kolyma.T-11Y4.2",2013,7,18
"Russia.Kolyma.T-11Y4","Russia.Kolyma.T-11Y4.3",2013,7,18
"Russia.Kolyma.T-12Y4","Russia.Kolyma.T-12Y4.1",2013,7,18
"Russia.Kolyma.T-12Y4","Russia.Kolyma.T-12Y4.2",2013,7,18
"Russia.Kolyma.T-12Y4","Russia.Kolyma.T-12Y4.3",2013,7,18
"Russia.Kolyma.T-13Y4","Russia.Kolyma.T-13Y4.1",2013,7,21
"Russia.Kolyma.T-13Y4","Russia.Kolyma.T-13Y4.2",2013,7,21
"Russia.Kolyma.T-13Y4","Russia.Kolyma.T-13Y4.3",2013,7,21
"Russia.Kolyma.T-14Y4","Russia.Kolyma.T-14Y4.3",2013,7,21
"Russia.Kolyma.T-14Y4","Russia.Kolyma.T-14Y4.1",2013,7,21
"Russia.Kolyma.T-14Y4","Russia.Kolyma.T-14Y4.2",2013,7,21
"Russia.Kolyma.T-15Y4","Russia.Kolyma.T-15Y4.3",2013,7,22
"Russia.Kolyma.T-15Y4","Russia.Kolyma.T-15Y4.1",2013,7,22
"Russia.Kolyma.T-15Y4","Russia.Kolyma.T-15Y4.2",2013,7,22
"Russia.Kolyma.T-16Y4","Russia.Kolyma.T-16Y4.1",2013,7,22
"Russia.Kolyma.T-16Y4","Russia.Kolyma.T-16Y4.2",2013,7,22
"Russia.Kolyma.T-16Y4","Russia.Kolyma.T-16Y4.3",2013,7,22
"Russia.Kolyma.T-17Y4","Russia.Kolyma.T-17Y4.1",2013,8,3
"Russia.Kolyma.T-17Y4","Russia.Kolyma.T-17Y4.2",2013,8,3
"Russia.Kolyma.T-17Y4","Russia.Kolyma.T-17Y4.3",2013,8,3
"Russia.Kolyma.T-18Y4","Russia.Kolyma.T-18Y4.1",2013,8,3
"Russia.Kolyma.T-18Y4","Russia.Kolyma.T-18Y4.2",2013,8,3
"Russia.Kolyma.T-18Y4","Russia.Kolyma.T-18Y4.3",2013,8,3
"Russia.Kolyma.T-1Y4","Russia.Kolyma.T-1Y4.1",2013,7,9
"Russia.Kolyma.T-1Y4","Russia.Kolyma.T-1Y4.2",2013,7,9
"Russia.Kolyma.T-1Y4","Russia.Kolyma.T-1Y4.3",2013,7,9
"Russia.Kolyma.T-2Y4","Russia.Kolyma.T-2Y4.1",2013,7,10
"Russia.Kolyma.T-2Y4","Russia.Kolyma.T-2Y4.2",2013,7,10
"Russia.Kolyma.T-2Y4","Russia.Kolyma.T-2Y4.3",2013,7,10
"Russia.Kolyma.T-3Y4","Russia.Kolyma.T-3Y4.1",2013,7,13
"Russia.Kolyma.T-3Y4","Russia.Kolyma.T-3Y4.2",2013,7,13
"Russia.Kolyma.T-3Y4","Russia.Kolyma.T-3Y4.3",2013,7,13
"Russia.Kolyma.T-4Y4","Russia.Kolyma.T-4Y4.1",2013,7,13
"Russia.Kolyma.T-4Y4","Russia.Kolyma.T-4Y4.3",2013,7,13
"Russia.Kolyma.T-4Y4","Russia.Kolyma.T-4Y4.2",2013,7,13
"Russia.Kolyma.T-5Y4","Russia.Kolyma.T-5Y4.1",2013,7,14
"Russia.Kolyma.T-5Y4","Russia.Kolyma.T-5Y4.2",2013,7,14
"Russia.Kolyma.T-5Y4","Russia.Kolyma.T-5Y4.3",2013,7,14
"Russia.Kolyma.T-6Y4","Russia.Kolyma.T-6Y4.1",2013,7,14
"Russia.Kolyma.T-6Y4","Russia.Kolyma.T-6Y4.2",2013,7,14
"Russia.Kolyma.T-6Y4","Russia.Kolyma.T-6Y4.3",2013,7,14
"Russia.Kolyma.T-7Y4","Russia.Kolyma.T-7Y4.1",2013,7,15
"Russia.Kolyma.T-7Y4","Russia.Kolyma.T-7Y4.2",2013,7,15
"Russia.Kolyma.T-7Y4","Russia.Kolyma.T-7Y4.3",2013,7,15
"Russia.Kolyma.T-8Y4","Russia.Kolyma.T-8Y4.1",2013,7,15
"Russia.Kolyma.T-8Y4","Russia.Kolyma.T-8Y4.2",2013,7,15
"Russia.Kolyma.T-8Y4","Russia.Kolyma.T-8Y4.3",2013,7,15
"Russia.Kolyma.T-9Y4","Russia.Kolyma.T-9Y4.1",2013,7,16
"Russia.Kolyma.T-9Y4","Russia.Kolyma.T-9Y4.2",2013,7,16
"Russia.Kolyma.T-9Y4","Russia.Kolyma.T-9Y4.3",2013,7,16
"Russia.Kolyma.TB1","Russia.Kolyma.TB1.1",2012,7,19
"Russia.Kolyma.TB1","Russia.Kolyma.TB1.2",2012,7,19
"Russia.Kolyma.TB1","Russia.Kolyma.TB1.3",2012,7,19
"Russia.Kolyma.TB2","Russia.Kolyma.TB2.1",2012,7,19
"Russia.Kolyma.TB2","Russia.Kolyma.TB2.2",2012,7,19
"Russia.Kolyma.TB2","Russia.Kolyma.TB2.3",2012,7,19
"Russia.Kolyma.TB3","Russia.Kolyma.TB3.1",2013,7,20
"Russia.Kolyma.TB3","Russia.Kolyma.TB3.3",2013,7,20
"Russia.Kolyma.TB3","Russia.Kolyma.TB3.2",2013,7,20
"Russia.Kolyma.TB4","Russia.Kolyma.TB4.1",2013,7,21
"Russia.Kolyma.TB4","Russia.Kolyma.TB4.2",2013,7,21
"Russia.Kolyma.TB4","Russia.Kolyma.TB4.3",2013,7,21
"Russia.Kolyma.TBC","Russia.Kolyma.TBC.1",2012,7,19
"Russia.Kolyma.TBC","Russia.Kolyma.TBC.2",2012,7,19
"Russia.Kolyma.TBC","Russia.Kolyma.TBC.3",2012,7,19
"Russia.Kolyma.TBC2","Russia.Kolyma.TBC2.1",2013,7,21
"Russia.Kolyma.TBC2","Russia.Kolyma.TBC2.2",2013,7,21
"Russia.Kolyma.TBC2","Russia.Kolyma.TBC2.3",2013,7,21
"Russia.Kolyma.TBC3","Russia.Kolyma.TBC3.3",2013,7,22
"Russia.Kolyma.TBC3","Russia.Kolyma.TBC3.1",2013,7,22
"Russia.Kolyma.TBC3","Russia.Kolyma.TBC3.2",2013,7,22
"Russia.Kolyma.TBC4","Russia.Kolyma.TBC4.1",2013,7,22
"Russia.Kolyma.TBC4","Russia.Kolyma.TBC4.2",2013,7,22
"Russia.Kolyma.TBC4","Russia.Kolyma.TBC4.3",2013,7,22
"Canada.Yukon.PAGE","Canada.Yukon.PAGE.10m",2019,7,13
"Canada.Yukon.PAGE","Canada.Yukon.PAGE.30m",2019,7,13
"Canada.Yukon.PAGE","Canada.Yukon.PAGE.50m",2019,7,13
"Canada.Yukon.PAGE","Canada.Yukon.PAGE.70m",2019,7,13
"Canada.Yukon.PAGE","Canada.Yukon.PAGE.90m",2019,7,13
"Canada.Yukon.PEDRO","Canada.Yukon.PEDRO.10m",2019,6,28
"Canada.Yukon.PEDRO","Canada.Yukon.PEDRO.30m",2019,6,28
"Canada.Yukon.PEDRO","Canada.Yukon.PEDRO.50m",2019,6,28
"Canada.Yukon.PEDRO","Canada.Yukon.PEDRO.70m",2019,6,28
"Canada.Yukon.PEDRO","Canada.Yukon.PEDRO.90m",2019,6,28
"Canada.Yukon.PINNELL","Canada.Yukon.PINNELL.10m",2019,6,25
"Canada.Yukon.PINNELL","Canada.Yukon.PINNELL.30m",2019,6,25
"Canada.Yukon.PINNELL","Canada.Yukon.PINNELL.50m",2019,6,25
"Canada.Yukon.PINNELL","Canada.Yukon.PINNELL.70m",2019,6,25
"Canada.Yukon.PINNELL","Canada.Yukon.PINNELL.90m",2019,6,25
"Canada.Yukon.PORCUPINECREEK","Canada.Yukon.PORCUPINECREEK.10m",2019,8,9
"Canada.Yukon.PORCUPINECREEK","Canada.Yukon.PORCUPINECREEK.30m",2019,8,9
"Canada.Yukon.PORCUPINECREEK","Canada.Yukon.PORCUPINECREEK.50m",2019,8,9
"Canada.Yukon.PORCUPINECREEK","Canada.Yukon.PORCUPINECREEK.70m",2019,8,9
"Canada.Yukon.PORCUPINECREEK","Canada.Yukon.PORCUPINECREEK.90m",2019,8,9
"Canada.Yukon.PRINDLE","Canada.Yukon.PRINDLE.10m",2018,7,12
"Canada.Yukon.PRINDLE","Canada.Yukon.PRINDLE.30m",2018,7,12
"Canada.Yukon.PRINDLE","Canada.Yukon.PRINDLE.50m",2018,7,12
"Canada.Yukon.PRINDLE","Canada.Yukon.PRINDLE.70m",2018,7,12
"Canada.Yukon.PRINDLE","Canada.Yukon.PRINDLE.90m",2018,7,12
"Canada.Yukon.QUARTZ02","Canada.Yukon.QUARTZ02.10m",2018,7,14
"Canada.Yukon.QUARTZ02","Canada.Yukon.QUARTZ02.30m",2018,7,14
"Canada.Yukon.QUARTZ02","Canada.Yukon.QUARTZ02.50m",2018,7,14
"Canada.Yukon.QUARTZ02","Canada.Yukon.QUARTZ02.70m",2018,7,14
"Canada.Yukon.QUARTZ02","Canada.Yukon.QUARTZ02.90m",2018,7,14
"Canada.Yukon.SCHAR","Canada.Yukon.SCHAR.10m",2018,6,24
"Canada.Yukon.SCHAR","Canada.Yukon.SCHAR.30m",2018,6,24
"Canada.Yukon.SCHAR","Canada.Yukon.SCHAR.50m",2018,6,24
"Canada.Yukon.SCHAR","Canada.Yukon.SCHAR.70m",2018,6,24
"Canada.Yukon.SCHAR","Canada.Yukon.SCHAR.90m",2018,6,24
"Canada.Yukon.SEELA","Canada.Yukon.SEELA.10m",2019,7,27
"Canada.Yukon.SEELA","Canada.Yukon.SEELA.30m",2019,7,27
"Canada.Yukon.SEELA","Canada.Yukon.SEELA.50m",2019,7,27
"Canada.Yukon.SEELA","Canada.Yukon.SEELA.70m",2019,7,27
"Canada.Yukon.SEELA","Canada.Yukon.SEELA.90m",2019,7,27
"Canada.Yukon.SHEEPCREEK","Canada.Yukon.SHEEPCREEK.10m",2019,7,29
"Canada.Yukon.SHEEPCREEK","Canada.Yukon.SHEEPCREEK.30m",2019,7,29
"Canada.Yukon.SHEEPCREEK","Canada.Yukon.SHEEPCREEK.50m",2019,7,29
"Canada.Yukon.SHEEPCREEK","Canada.Yukon.SHEEPCREEK.70m",2019,7,29
"Canada.Yukon.SHEEPCREEK","Canada.Yukon.SHEEPCREEK.90m",2019,7,29
"Canada.Yukon.SIXTYMILE","Canada.Yukon.SIXTYMILE.10m",2018,7,29
"Canada.Yukon.SIXTYMILE","Canada.Yukon.SIXTYMILE.50m",2018,7,29
"Canada.Yukon.SIXTYMILE","Canada.Yukon.SIXTYMILE.70m",2018,7,29
"Canada.Yukon.SIXTYMILE","Canada.Yukon.SIXTYMILE.90m",2018,7,29
"Canada.Yukon.SOUTHSTONEBOY","Canada.Yukon.SOUTHSTONEBOY.10m",2019,8,9
"Canada.Yukon.SOUTHSTONEBOY","Canada.Yukon.SOUTHSTONEBOY.30m",2019,8,9
"Canada.Yukon.SOUTHSTONEBOY","Canada.Yukon.SOUTHSTONEBOY.50m",2019,8,9
"Canada.Yukon.SOUTHSTONEBOY","Canada.Yukon.SOUTHSTONEBOY.70m",2019,8,9
"Canada.Yukon.SOUTHSTONEBOY","Canada.Yukon.SOUTHSTONEBOY.90m",2019,8,9
"Canada.Yukon.SPRINGRIVER","Canada.Yukon.SPRINGRIVER.10m",2019,7,30
"Canada.Yukon.SPRINGRIVER","Canada.Yukon.SPRINGRIVER.30m",2019,7,30
"Canada.Yukon.SPRINGRIVER","Canada.Yukon.SPRINGRIVER.50m",2019,7,30
"Canada.Yukon.SPRINGRIVER","Canada.Yukon.SPRINGRIVER.70m",2019,7,30
"Canada.Yukon.SPRINGRIVER","Canada.Yukon.SPRINGRIVER.90m",2019,7,30
"Canada.Yukon.STONE01","Canada.Yukon.STONE01.10m",2018,6,22
"Canada.Yukon.STONE01","Canada.Yukon.STONE01.30m",2018,6,22
"Canada.Yukon.STONE01","Canada.Yukon.STONE01.50m",2018,6,22
"Canada.Yukon.STONE01","Canada.Yukon.STONE01.70m",2018,6,22
"Canada.Yukon.STONE01","Canada.Yukon.STONE01.90m",2018,6,22
"Canada.Yukon.STONE02","Canada.Yukon.STONE02.10m",2018,6,23
"Canada.Yukon.STONE02","Canada.Yukon.STONE02.30m",2018,6,23
"Canada.Yukon.STONE02","Canada.Yukon.STONE02.50m",2018,6,23
"Canada.Yukon.STONE02","Canada.Yukon.STONE02.70m",2018,6,23
"Canada.Yukon.STONE02","Canada.Yukon.STONE02.90m",2018,6,23
"Canada.Yukon.SWEDE","Canada.Yukon.SWEDE.10m",2019,7,29
"Canada.Yukon.SWEDE","Canada.Yukon.SWEDE.30m",2019,7,29
"Canada.Yukon.SWEDE","Canada.Yukon.SWEDE.50m",2019,7,29
"Canada.Yukon.SWEDE","Canada.Yukon.SWEDE.70m",2019,7,29
"Canada.Yukon.SWEDE","Canada.Yukon.SWEDE.90m",2019,7,29
"Canada.Yukon.THISTLE","Canada.Yukon.THISTLE.10m",2019,8,3
"Canada.Yukon.THISTLE","Canada.Yukon.THISTLE.30m",2019,8,3
"Canada.Yukon.THISTLE","Canada.Yukon.THISTLE.50m",2019,8,3
"Canada.Yukon.THISTLE","Canada.Yukon.THISTLE.70m",2019,8,3
"Canada.Yukon.THISTLE","Canada.Yukon.THISTLE.90m",2019,8,3
"Canada.Yukon.TOPOFTHEWORLD","Canada.Yukon.TOPOFTHEWORLD.10m",2018,9,4
"Canada.Yukon.TOPOFTHEWORLD","Canada.Yukon.TOPOFTHEWORLD.30m",2018,9,4
"Canada.Yukon.TOPOFTHEWORLD","Canada.Yukon.TOPOFTHEWORLD.50m",2018,9,4
"Canada.Yukon.TOPOFTHEWORLD","Canada.Yukon.TOPOFTHEWORLD.70m",2018,9,4
"Canada.Yukon.TOPOFTHEWORLD","Canada.Yukon.TOPOFTHEWORLD.90m",2018,9,4
"Canada.Yukon.TOWYK","Canada.Yukon.TOWYK.10m",2018,7,28
"Canada.Yukon.TOWYK","Canada.Yukon.TOWYK.30m",2018,7,28
"Canada.Yukon.TOWYK","Canada.Yukon.TOWYK.50m",2018,7,28
"Canada.Yukon.TOWYK","Canada.Yukon.TOWYK.70m",2018,7,28
"Canada.Yukon.TOWYK","Canada.Yukon.TOWYK.90m",2018,7,28
"Canada.Yukon.TWELVEMILE","Canada.Yukon.TWELVEMILE.0m",2018,7,3
"Canada.Yukon.TWELVEMILE","Canada.Yukon.TWELVEMILE.10m",2018,7,3
"Canada.Yukon.TWELVEMILE","Canada.Yukon.TWELVEMILE.30m",2018,7,3
"Canada.Yukon.TWELVEMILE","Canada.Yukon.TWELVEMILE.50m",2018,7,3
"Canada.Yukon.TWELVEMILE","Canada.Yukon.TWELVEMILE.90m",2018,7,3
"Canada.Yukon.UPPERPALDO","Canada.Yukon.UPPERPALDO.10m",2018,6,21
"Canada.Yukon.UPPERPALDO","Canada.Yukon.UPPERPALDO.30m",2018,6,21
"Canada.Yukon.UPPERPALDO","Canada.Yukon.UPPERPALDO.50m",2018,6,21
"Canada.Yukon.UPPERPALDO","Canada.Yukon.UPPERPALDO.70m",2018,6,21
"Canada.Yukon.UPPERPALDO","Canada.Yukon.UPPERPALDO.90m",2018,6,21
"Canada.Yukon.UPPERQUARRY","Canada.Yukon.UPPERQUARRY.10m",2019,7,8
"Canada.Yukon.UPPERQUARRY","Canada.Yukon.UPPERQUARRY.30m",2019,7,8
"Canada.Yukon.UPPERQUARRY","Canada.Yukon.UPPERQUARRY.50m",2019,7,8
"Canada.Yukon.UPPERQUARRY","Canada.Yukon.UPPERQUARRY.70m",2019,7,8
"Canada.Yukon.UPPERQUARRY","Canada.Yukon.UPPERQUARRY.90m",2019,7,8
"Canada.Yukon.WHEATEAR","Canada.Yukon.WHEATEAR.10m",2019,8,11
"Canada.Yukon.WHEATEAR","Canada.Yukon.WHEATEAR.30m",2019,8,11
"Canada.Yukon.WHEATEAR","Canada.Yukon.WHEATEAR.50m",2019,8,11
"Canada.Yukon.WHEATEAR","Canada.Yukon.WHEATEAR.70m",2019,8,11
"Canada.Yukon.WHEATEAR","Canada.Yukon.WHEATEAR.90m",2019,8,11
"Canada.Yukon.WICKERSHAM","Canada.Yukon.WICKERSHAM.60m",2018,6,30
"Canada.Yukon.WICKERSHAM","Canada.Yukon.WICKERSHAM.89.5m",2018,6,30
"USA.InteriorAlaska.AMSUMMIT","USA.InteriorAlaska.AMSUMMIT.10m",2018,9,5
"USA.InteriorAlaska.AMSUMMIT","USA.InteriorAlaska.AMSUMMIT.30m",2018,9,5
"USA.InteriorAlaska.AMSUMMIT","USA.InteriorAlaska.AMSUMMIT.50m",2018,9,5
"USA.InteriorAlaska.AMSUMMIT","USA.InteriorAlaska.AMSUMMIT.70m",2018,9,5
"USA.InteriorAlaska.AMSUMMIT","USA.InteriorAlaska.AMSUMMIT.90m",2018,9,5
"USA.InteriorAlaska.AUFEIS","USA.InteriorAlaska.AUFEIS.10m",2019,7,31
"USA.InteriorAlaska.AUFEIS","USA.InteriorAlaska.AUFEIS.30m",2019,7,31
"USA.InteriorAlaska.AUFEIS","USA.InteriorAlaska.AUFEIS.50m",2019,7,31
"USA.InteriorAlaska.AUFEIS","USA.InteriorAlaska.AUFEIS.70m",2019,7,31
"USA.InteriorAlaska.AUFEIS","USA.InteriorAlaska.AUFEIS.90m",2019,7,31
"USA.InteriorAlaska.BABBAGE","USA.InteriorAlaska.BABBAGE.10m",2019,7,15
"USA.InteriorAlaska.BABBAGE","USA.InteriorAlaska.BABBAGE.30m",2019,7,15
"USA.InteriorAlaska.BABBAGE","USA.InteriorAlaska.BABBAGE.50m",2019,7,15
"USA.InteriorAlaska.BABBAGE","USA.InteriorAlaska.BABBAGE.70m",2019,7,15
"USA.InteriorAlaska.BABBAGE","USA.InteriorAlaska.BABBAGE.90m",2019,7,15
"USA.InteriorAlaska.BLOWRIVER","USA.InteriorAlaska.BLOWRIVER.10m",2019,7,19
"USA.InteriorAlaska.BLOWRIVER","USA.InteriorAlaska.BLOWRIVER.30m",2019,7,19
"USA.InteriorAlaska.BLOWRIVER","USA.InteriorAlaska.BLOWRIVER.50m",2019,7,19
"USA.InteriorAlaska.BLOWRIVER","USA.InteriorAlaska.BLOWRIVER.70m",2019,7,19
"USA.InteriorAlaska.BLOWRIVER","USA.InteriorAlaska.BLOWRIVER.90m",2019,7,19
"USA.InteriorAlaska.BROWNSCREEK","USA.InteriorAlaska.BROWNSCREEK.10m",2019,8,5
"USA.InteriorAlaska.BROWNSCREEK","USA.InteriorAlaska.BROWNSCREEK.30m",2019,8,5
"USA.InteriorAlaska.BROWNSCREEK","USA.InteriorAlaska.BROWNSCREEK.50m",2019,8,5
"USA.InteriorAlaska.BROWNSCREEK","USA.InteriorAlaska.BROWNSCREEK.70m",2019,8,5
"USA.InteriorAlaska.BROWNSCREEK","USA.InteriorAlaska.BROWNSCREEK.90m",2019,8,5
