dataset_id,contributor,country,locale,site_code,site_id,plot_id,plot_code,coord_type,latitude,longitude,year,month,day,citation_short,citation,bioclim_zone,plant_biomass_density_gm2
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.107,107,HB,Finland.Kilpisjarvi.107.HB,plot,69.055118,20.812088,2016,7,4,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,154.53
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.111,111,HA,Finland.Kilpisjarvi.111.HA,plot,69.05518,20.814769,2016,7,20,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,619.13
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.111,111,HB,Finland.Kilpisjarvi.111.HB,plot,69.055204,20.814829,2016,7,20,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,286.86
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.117,117,HB,Finland.Kilpisjarvi.117.HB,plot,69.055029,20.813131,2016,7,4,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,387.22
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.117,117,KA,Finland.Kilpisjarvi.117.KA,plot,69.055004,20.813023,2016,6,16,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,457.29
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.117,117,KB,Finland.Kilpisjarvi.117.KB,plot,69.055028,20.813118,2016,6,16,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,376.23
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.117,117,HA,Finland.Kilpisjarvi.117.HA,plot,69.055059,20.813032,2016,7,4,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,626.87
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.124,124,HA,Finland.Kilpisjarvi.124.HA,plot,69.054881,20.81272,2016,7,8,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,164.31
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.124,124,HB,Finland.Kilpisjarvi.124.HB,plot,69.054895,20.812789,2016,7,8,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,184.04
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.124,124,KA,Finland.Kilpisjarvi.124.KA,plot,69.05488,20.812805,2016,6,6,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,28.89
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.124,124,KB,Finland.Kilpisjarvi.124.KB,plot,69.054914,20.812911,2016,6,6,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,73.4
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.132,132,EA,Finland.Kilpisjarvi.132.EA,plot,69.054712,20.812723,2016,8,5,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,574.53
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.132,132,EB,Finland.Kilpisjarvi.132.EB,plot,69.054728,20.812547,2016,8,5,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,340.18
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.132,132,HA,Finland.Kilpisjarvi.132.HA,plot,69.054677,20.812648,2016,7,8,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,401.16
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.132,132,HB,Finland.Kilpisjarvi.132.HB,plot,69.0547,20.812741,2016,7,8,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,207.31
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.132,132,KA,Finland.Kilpisjarvi.132.KA,plot,69.054759,20.812681,2016,6,19,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,13.7
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.132,132,KB,Finland.Kilpisjarvi.132.KB,plot,69.05476,20.812598,2016,6,19,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,42.82
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.133,133,EA,Finland.Kilpisjarvi.133.EA,plot,69.054746,20.813214,2016,8,5,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,190.7
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.133,133,EB,Finland.Kilpisjarvi.133.EB,plot,69.054773,20.813301,2016,8,5,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,111.29
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.133,133,HA,Finland.Kilpisjarvi.133.HA,plot,69.05475,20.81322,2016,7,12,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,182.46
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.133,133,HB,Finland.Kilpisjarvi.133.HB,plot,69.054779,20.813275,2016,7,12,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,212.57
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.138,138,HA,Finland.Kilpisjarvi.138.HA,plot,69.054553,20.811105,2016,7,8,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,464.43
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.138,138,HB,Finland.Kilpisjarvi.138.HB,plot,69.05456,20.811057,2016,7,8,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,112.75
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.138,138,KA,Finland.Kilpisjarvi.138.KA,plot,69.054529,20.811099,2016,6,6,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,700
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.138,138,KB,Finland.Kilpisjarvi.138.KB,plot,69.054646,20.811652,2016,6,6,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,190.57
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.139,139,EA,Finland.Kilpisjarvi.139.EA,plot,69.054589,20.81163,2016,8,5,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,818.12
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.139,139,EB,Finland.Kilpisjarvi.139.EB,plot,69.054628,20.811568,2016,8,5,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,440.21
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.139,139,HB,Finland.Kilpisjarvi.139.HB,plot,69.054548,20.811038,2016,7,12,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,476.77
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.139,139,HA,Finland.Kilpisjarvi.139.HA,plot,69.054585,20.811577,2016,7,12,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,678.75
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.139,139,KA,Finland.Kilpisjarvi.139.KA,plot,69.054652,20.811646,2016,9,19,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,0
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.139,139,KB,Finland.Kilpisjarvi.139.KB,plot,69.054587,20.811596,2016,9,19,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,1.69
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.149,149,EB,Finland.Kilpisjarvi.149.EB,plot,69.054464,20.811883,2016,8,5,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,297.17
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.149,149,HB,Finland.Kilpisjarvi.149.HB,plot,69.054464,20.811859,2016,7,12,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,257.09
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.149,149,EA,Finland.Kilpisjarvi.149.EA,plot,69.054487,20.811774,2016,8,5,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,561.25
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.149,149,HA,Finland.Kilpisjarvi.149.HA,plot,69.054505,20.811815,2016,7,12,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,549.78
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.149,149,KA,Finland.Kilpisjarvi.149.KA,plot,69.054491,20.811854,2016,6,10,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,499.26
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.149,149,KB,Finland.Kilpisjarvi.149.KB,plot,69.054518,20.811827,2016,6,10,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,156.52
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.159,159,KB,Finland.Kilpisjarvi.159.KB,plot,69.054401,20.812935,2016,6,13,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,360.15
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.159,159,HA,Finland.Kilpisjarvi.159.HA,plot,69.054451,20.812984,2016,7,13,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,587.96
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.159,159,HB,Finland.Kilpisjarvi.159.HB,plot,69.054459,20.812903,2016,7,13,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,342.79
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.159,159,KA,Finland.Kilpisjarvi.159.KA,plot,69.054436,20.812965,2016,6,13,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,447.05
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.168,168,HA,Finland.Kilpisjarvi.168.HA,plot,69.054321,20.812739,2016,7,19,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,233
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.168,168,HB,Finland.Kilpisjarvi.168.HB,plot,69.054301,20.812818,2016,7,19,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,110.61
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.171,171,HA,Finland.Kilpisjarvi.171.HA,plot,69.054353,20.814484,2016,7,19,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,251.5
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.171,171,HB,Finland.Kilpisjarvi.171.HB,plot,69.054397,20.8145,2016,7,19,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,134.59
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.177,177,HA,Finland.Kilpisjarvi.177.HA,plot,69.054178,20.812959,2016,7,15,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,565.82
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.177,177,HB,Finland.Kilpisjarvi.177.HB,plot,69.054157,20.813159,2016,7,15,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,221.82
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.178,178,HA,Finland.Kilpisjarvi.178.HA,plot,69.054264,20.813628,2016,7,15,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,690.1
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.178,178,HB,Finland.Kilpisjarvi.178.HB,plot,69.054275,20.813714,2016,7,15,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,177.83
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.180,180,KA,Finland.Kilpisjarvi.180.KA,plot,69.05431,20.814911,2016,6,9,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,426.16
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.180,180,HA,Finland.Kilpisjarvi.180.HA,plot,69.054316,20.815001,2016,7,19,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,502.73
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.180,180,HB,Finland.Kilpisjarvi.180.HB,plot,69.05433,20.815056,2016,7,19,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,259.32
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.180,180,KB,Finland.Kilpisjarvi.180.KB,plot,69.054273,20.814872,2016,6,9,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,280.01
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.188,188,HA,Finland.Kilpisjarvi.188.HA,plot,69.054125,20.814089,2016,7,15,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,162.23
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.188,188,HB,Finland.Kilpisjarvi.188.HB,plot,69.054084,20.814011,2016,7,15,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,120.96
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.189,189,HB,Finland.Kilpisjarvi.189.HB,plot,69.054139,20.814478,2016,7,17,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,129.27
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.189,189,HA,Finland.Kilpisjarvi.189.HA,plot,69.054149,20.814557,2016,7,17,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,103.38
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.206,206,HA,Finland.Kilpisjarvi.206.HA,plot,69.053838,20.814688,2016,7,17,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,474.15
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.206,206,HB,Finland.Kilpisjarvi.206.HB,plot,69.053914,20.814685,2016,7,17,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,114.41
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.217,217,HA,Finland.Kilpisjarvi.217.HA,plot,69.053904,20.816321,2016,7,17,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,606.5
ds04,"Virkkala A-M, Happonen K, Luoto M",Finland,Kilpisjarvi,Finland.Kilpisjarvi.217,217,HB,Finland.Kilpisjarvi.217.HB,plot,69.053929,20.81636,2016,7,17,Happonen et al. 2022,Happonen et al. 2022. Relationships between above-ground plant traits and carbon cycling in tundra plant communities. Journal of Ecology 110:700-716.,Oroarctic,45.47
ds05,"Siewert M, Olofsson J",Sweden,Abisko,Sweden.Abisko.KJ-BirchShrub,KJ-BirchShrub,5,Sweden.Abisko.KJ-BirchShrub.05,plot,68.412213,18.147706,2017,8,,Siewert and Olofsson 2020,Siewert M and Olofsson J. 2020. Scale-dependency of Arctic ecosystem properties revealed by UAV. Environmental Research Letters 15:094030.,Oroarctic,730.92
ds05,"Siewert M, Olofsson J",Sweden,Abisko,Sweden.Abisko.KJ-BirchShrub,KJ-BirchShrub,17,Sweden.Abisko.KJ-BirchShrub.17,plot,68.41252,18.153061,2017,8,,Siewert and Olofsson 2020,Siewert M and Olofsson J. 2020. Scale-dependency of Arctic ecosystem properties revealed by UAV. Environmental Research Letters 15:094030.,Oroarctic,650.78
ds05,"Siewert M, Olofsson J",Sweden,Abisko,Sweden.Abisko.KJ-BirchShrub,KJ-BirchShrub,18,Sweden.Abisko.KJ-BirchShrub.18,plot,68.412289,18.144691,2017,8,,Siewert and Olofsson 2020,Siewert M and Olofsson J. 2020. Scale-dependency of Arctic ecosystem properties revealed by UAV. Environmental Research Letters 15:094030.,Oroarctic,918.64
ds05,"Siewert M, Olofsson J",Sweden,Abisko,Sweden.Abisko.KJ-BirchShrub,KJ-BirchShrub,19,Sweden.Abisko.KJ-BirchShrub.19,plot,68.412121,18.145204,2017,8,,Siewert and Olofsson 2020,Siewert M and Olofsson J. 2020. Scale-dependency of Arctic ecosystem properties revealed by UAV. Environmental Research Letters 15:094030.,Oroarctic,769.78
ds05,"Siewert M, Olofsson J",Sweden,Abisko,Sweden.Abisko.KJ-BirchShrub,KJ-BirchShrub,21,Sweden.Abisko.KJ-BirchShrub.21,plot,68.411463,18.152328,2017,8,,Siewert and Olofsson 2020,Siewert M and Olofsson J. 2020. Scale-dependency of Arctic ecosystem properties revealed by UAV. Environmental Research Letters 15:094030.,Oroarctic,806.19
ds05,"Siewert M, Olofsson J",Sweden,Abisko,Sweden.Abisko.KJ-BirchShrub,KJ-BirchShrub,29,Sweden.Abisko.KJ-BirchShrub.29,plot,68.411416,18.15161,2017,8,,Siewert and Olofsson 2020,Siewert M and Olofsson J. 2020. Scale-dependency of Arctic ecosystem properties revealed by UAV. Environmental Research Letters 15:094030.,Oroarctic,482.07
ds05,"Siewert M, Olofsson J",Sweden,Abisko,Sweden.Abisko.KJ-DryHeath,KJ-DryHeath,22,Sweden.Abisko.KJ-DryHeath.22,plot,68.410918,18.149244,2017,8,,Siewert and Olofsson 2020,Siewert M and Olofsson J. 2020. Scale-dependency of Arctic ecosystem properties revealed by UAV. Environmental Research Letters 15:094030.,Oroarctic,186.89
ds05,"Siewert M, Olofsson J",Sweden,Abisko,Sweden.Abisko.KJ-Fern,KJ-Fern,31,Sweden.Abisko.KJ-Fern.31,plot,68.411868,18.146485,2017,8,,Siewert and Olofsson 2020,Siewert M and Olofsson J. 2020. Scale-dependency of Arctic ecosystem properties revealed by UAV. Environmental Research Letters 15:094030.,Oroarctic,552.3
ds05,"Siewert M, Olofsson J",Sweden,Abisko,Sweden.Abisko.KJ-MesicHeath,KJ-MesicHeath,4,Sweden.Abisko.KJ-MesicHeath.04,plot,68.412319,18.144319,2017,8,,Siewert and Olofsson 2020,Siewert M and Olofsson J. 2020. Scale-dependency of Arctic ecosystem properties revealed by UAV. Environmental Research Letters 15:094030.,Oroarctic,523.75
ds05,"Siewert M, Olofsson J",Sweden,Abisko,Sweden.Abisko.KJ-MesicHeath,KJ-MesicHeath,6,Sweden.Abisko.KJ-MesicHeath.06,plot,68.411468,18.149491,2017,8,,Siewert and Olofsson 2020,Siewert M and Olofsson J. 2020. Scale-dependency of Arctic ecosystem properties revealed by UAV. Environmental Research Letters 15:094030.,Oroarctic,497.99
ds05,"Siewert M, Olofsson J",Sweden,Abisko,Sweden.Abisko.KJ-MesicHeath,KJ-MesicHeath,13,Sweden.Abisko.KJ-MesicHeath.13,plot,68.411128,18.153802,2017,8,,Siewert and Olofsson 2020,Siewert M and Olofsson J. 2020. Scale-dependency of Arctic ecosystem properties revealed by UAV. Environmental Research Letters 15:094030.,Oroarctic,796.29
ds05,"Siewert M, Olofsson J",Sweden,Abisko,Sweden.Abisko.KJ-MesicHeath,KJ-MesicHeath,15,Sweden.Abisko.KJ-MesicHeath.15,plot,68.411348,18.149553,2017,8,,Siewert and Olofsson 2020,Siewert M and Olofsson J. 2020. Scale-dependency of Arctic ecosystem properties revealed by UAV. Environmental Research Letters 15:094030.,Oroarctic,582.8
ds05,"Siewert M, Olofsson J",Sweden,Abisko,Sweden.Abisko.KJ-MesicHeath,KJ-MesicHeath,25,Sweden.Abisko.KJ-MesicHeath.25,plot,68.412606,18.144436,2017,8,,Siewert and Olofsson 2020,Siewert M and Olofsson J. 2020. Scale-dependency of Arctic ecosystem properties revealed by UAV. Environmental Research Letters 15:094030.,Oroarctic,1143.97
ds05,"Siewert M, Olofsson J",Sweden,Abisko,Sweden.Abisko.KJ-MesicHeath,KJ-MesicHeath,28,Sweden.Abisko.KJ-MesicHeath.28,plot,68.411392,18.152357,2017,8,,Siewert and Olofsson 2020,Siewert M and Olofsson J. 2020. Scale-dependency of Arctic ecosystem properties revealed by UAV. Environmental Research Letters 15:094030.,Oroarctic,461.08
ds05,"Siewert M, Olofsson J",Sweden,Abisko,Sweden.Abisko.KJ-Rock,KJ-Rock,11,Sweden.Abisko.KJ-Rock.11,plot,68.412631,18.146875,2017,8,,Siewert and Olofsson 2020,Siewert M and Olofsson J. 2020. Scale-dependency of Arctic ecosystem properties revealed by UAV. Environmental Research Letters 15:094030.,Oroarctic,1.07
ds05,"Siewert M, Olofsson J",Sweden,Abisko,Sweden.Abisko.KJ-Rock,KJ-Rock,24,Sweden.Abisko.KJ-Rock.24,plot,68.412223,18.152869,2017,8,,Siewert and Olofsson 2020,Siewert M and Olofsson J. 2020. Scale-dependency of Arctic ecosystem properties revealed by UAV. Environmental Research Letters 15:094030.,Oroarctic,72.48
